ambito_nombre,embalse_nombre,volumen_medio_10
Júcar,cortes ii,107.6309963099631
Júcar,el naranjero,20.79889298892989
Júcar,escalona,4.990774907749078
Júcar,forata,9.771217712177123
Júcar,guadalest,7.143911439114391
Júcar,la muela,11.457564575645756
Júcar,la toba,5.27859778597786
Júcar,loriguilla,22.0
Júcar,maría cristina,5.402214022140221
Júcar,regajo,3.8284132841328415
Júcar,sichar,33.51291512915129
Júcar,tous - la ribera,109.8210332103321
Júcar,ulldecona,5.627306273062731
Miño - Sil,albarellos,39.101476014760145
Miño - Sil,bao,171.56457564575646
Miño - Sil,belesar,384.2656826568266
Miño - Sil,bárcena,201.50738007380073
Miño - Sil,"campañana, la",8.902214022140221
Miño - Sil,castrelo,52.05166051660517
Miño - Sil,cenza,23.673431734317344
Miño - Sil,chandrexa,35.21217712177122
Miño - Sil,"conchas, las",45.3690036900369
Miño - Sil,edrada-mao,7.3966789667896675
Miño - Sil,frieira,39.035055350553506
Miño - Sil,guístolas,3.2490774907749076
Miño - Sil,matalavilla,34.549815498154985
Miño - Sil,montefurado,9.25830258302583
Miño - Sil,"peares, os",174.9188191881919
Miño - Sil,peñarrubia,11.119926199261993
Miño - Sil,"portas, las",361.6845018450185
Miño - Sil,prada,87.20479704797047
Miño - Sil,pías (san agustín),6.24169741697417
Miño - Sil,"rozas, las",14.14760147601476
Miño - Sil,salas,38.313653136531364
Miño - Sil,san martiño,8.948339483394834
Miño - Sil,san pedro,4.583025830258302
Miño - Sil,san sebastián,24.990774907749078
Miño - Sil,san. estevo,180.3579335793358
Miño - Sil,santa eulalia,7.780442804428044
Miño - Sil,sequeiros,10.005535055350553
Miño - Sil,velle,13.44280442804428
Miño - Sil,vilasouto,11.876383763837639
Segura,alfonso xiii,5.415129151291513
Segura,algeciras,16.273062730627306
Segura,anchuricas,5.2749077490774905
Segura,argos,6.88929889298893
Segura,camarillas,16.75092250922509
Segura,cenajo,211.16051660516604
Segura,"cierva, la",3.765682656826568
Segura,crevillente,5.350553505535055
Segura,fuensanta,78.22509225092251
Segura,la pedrera,100.63653136531366
Segura,puentes,8.789667896678967
Segura,santomera,2.745387453874539
Segura,taibilla,4.723247232472325
Segura,talave,16.880073800738007
Segura,valdeinfierno,0.7269372693726938
Tajo,aceña,15.282287822878228
Tajo,alcorlo,81.3210332103321
Tajo,alcántara,2091.4317343173434
Tajo,almoguera,5.928044280442805
Tajo,"atance, el",13.300738007380074
Tajo,"atazar, el",329.090405904059
Tajo,azután,77.03690036900369
Tajo,baños,28.08671586715867
Tajo,beleña,34.276752767527675
Tajo,bolarque,26.08671586715867
Tajo,borbollon,50.78782287822878
Tajo,buendía,348.3782287822878
Tajo,burguillo - puente nuevo,120.18634686346863
Tajo,castrejón,41.11808118081181
Tajo,"castro, el",2.095940959409594
Tajo,cazalegas,6.867158671586716
Tajo,cedillo,242.80258302583024
Tajo,cáceres - guadiloba,11.485239852398523
Tajo,entrepeñas,261.1734317343173
Tajo,finisterre,22.190036900369005
Tajo,gabriel y galán,473.8929889298893
Tajo,guajaraz,12.824723247232471
Tajo,guijo de granadilla,11.40590405904059
Tajo,"jarosa, la",4.57380073800738
Tajo,jerte - plasencia,40.04612546125461
Tajo,molino de chincha,5.555350553505535
Tajo,navacerrada,6.590405904059041
Tajo,navalcán,24.85239852398524
Tajo,navamuño,8.99630996309963
Tajo,"pardo, el",13.645756457564575
Tajo,picadas,14.404059040590406
Tajo,pinilla,27.083025830258304
Tajo,portaje,13.821033210332104
Tajo,"portiña, la",1.8745387453874538
Tajo,puentes viejas,41.32656826568266
Tajo,pálmaces,16.343173431734318
Tajo,riosequillo,38.29335793357934
Tajo,rivera de gata,32.035055350553506
Tajo,rosarito,51.18081180811808
Tajo,salor,6.642066420664206
Tajo,san juan,83.87638376383764
Tajo,santillana,66.75461254612546
Tajo,"tajera, la",23.88929889298893
Tajo,torcón,2.9760147601476015
Tajo,torrejón (tajo - tietar),164.39114391143912
Tajo,"vado, el",27.127306273062732
Tajo,valdecañas,787.9114391143911
Tajo,valdeobispo,49.06273062730627
Tajo,valmayor,84.06088560885608
Tajo,"vellón,el-(pedrezuela)",28.686346863468636
Tajo,"villar, el",19.8690036900369
"Tinto, Odiel y Piedras",corumbel bajo,11.490774907749078
"Tinto, Odiel y Piedras",jarrama,35.640221402214024
"Tinto, Odiel y Piedras",los machos,8.029520295202952
"Tinto, Odiel y Piedras",odiel,7.007380073800738
"Tinto, Odiel y Piedras",olivargas,28.54612546125461
"Tinto, Odiel y Piedras",piedras,39.67527675276753
"Tinto, Odiel y Piedras",sancho,47.99815498154982
