cuenca_hidrografica,embalse_nombre,volumen_medio_10
Galicia Costa,Barrie de la Maza,15.513409961685824
Galicia Costa,Cecebre,15.155172413793103
Galicia Costa,Eiras,19.22222222222222
Galicia Costa,Eume,102.7911877394636
Galicia Costa,Fervenza,63.73946360153257
Galicia Costa,"Forcadas, As",8.649425287356323
Galicia Costa,Portodemouros,216.727969348659
Galicia Costa,"Ribeira, A",25.779693486590038
Galicia Costa,Riocobo,4.130268199233717
Galicia Costa,Sta Uxia,13.863984674329503
Galicia Costa,Villagudín,14.578544061302683
Guadalete-Barbate,Almodóvar,3.5268199233716473
Guadalete-Barbate,Arcos de la Frontera,13.256704980842912
Guadalete-Barbate,Barbate,130.34099616858236
Guadalete-Barbate,Bornos,102.66283524904215
Guadalete-Barbate,Celemín,25.6360153256705
Guadalete-Barbate,Guadalcacín II,496.867816091954
Guadalete-Barbate,"Hurones, Los",90.0823754789272
Guadalete-Barbate,Zahara-El Gastor,165.43103448275863
Guadalquivir,Agrio (Aznalcollar),13.687739463601533
Guadalquivir,Aguascebas,4.636015325670498
Guadalquivir,Alcalá del Río,17.0
Guadalquivir,Aracena,93.88888888888889
Guadalquivir,Arenoso,85.06130268199233
Guadalquivir,Bembézar,213.5536398467433
Guadalquivir,Bermejales,63.065134099616856
Guadalquivir,"Bolera, La",26.413793103448278
Guadalquivir,"Breña II, La",435.2164750957854
Guadalquivir,Cala,28.82950191570881
Guadalquivir,Canales,45.96743295019157
Guadalquivir,Cantillana,14.0
Guadalquivir,"Carpio, El",17.307692307692307
Guadalquivir,Colomera,23.745210727969347
Guadalquivir,Cordobilla,33.0
Guadalquivir,Cubillas,12.549808429118775
Guadalquivir,Derivación Retortillo,3.9615384615384617
Guadalquivir,Doña Aldonza,23.0
Guadalquivir,El Portillo,27.584291187739463
Guadalquivir,Encinarejo,12.23076923076923
Guadalquivir,"Fernandina, La",138.00766283524905
Guadalquivir,Francisco Abellán,30.63984674329502
Guadalquivir,Fresneda,8.957854406130268
Guadalquivir,Gergal,28.43295019157088
Guadalquivir,Giribaile,225.87739463601534
Guadalquivir,Guadalmellato,95.1015325670498
Guadalquivir,Guadalmena,216.19540229885058
Guadalquivir,Guadalén,89.36590038314176
Guadalquivir,Hornachuelos,11.538461538461538
Guadalquivir,Huesna,97.06704980842912
Guadalquivir,Iznájar,563.9214559386974
Guadalquivir,José Torán,66.15325670498085
Guadalquivir,Jándula,172.19157088122606
Guadalquivir,Malpasillo ( Jauja ),6.0
Guadalquivir,Marmolejo,9.153846153846153
Guadalquivir,Martín Gonzalo,12.659003831417625
Guadalquivir,"Melonares, Los",158.5727969348659
Guadalquivir,"Minilla, La",44.52107279693487
Guadalquivir,Montoro,80.36973180076629
Guadalquivir,Negratín,308.4961685823755
Guadalquivir,Pedro Marín,18.384615384615383
Guadalquivir,"Pintado, El",145.8831417624521
Guadalquivir,Puebla de Cazalla,30.028735632183906
Guadalquivir,Puente Nuevo,156.2911877394636
Guadalquivir,Quiebrajano,18.32183908045977
Guadalquivir,Quéntar,9.92911877394636
Guadalquivir,Retortillo,40.23371647509578
Guadalquivir,Rumblar,72.35249042145594
Guadalquivir,San Clemente,22.017241379310345
Guadalquivir,San Rafael de Navallana,84.96551724137932
Guadalquivir,Sierra Boyera,27.166666666666668
Guadalquivir,Siles,21.675182481751825
Guadalquivir,Torre del Águila,21.408045977011493
Guadalquivir,Tranco de Beas,306.66858237547893
Guadalquivir,Vadomojón,90.84674329501915
Guadalquivir,Víboras,9.262452107279694
Guadalquivir,Yeguas,125.55555555555556
Guadalquivir,Zocueca,1.0
Guadalquivir,Zufre,135.78927203065135
Guadiana,"Aguijón, El",9.81992337164751
Guadiana,Alange,434.03065134099614
Guadiana,Alcollarín,13.0
Guadiana,Andévalo,473.35714285714283
Guadiana,Boquerón,4.519157088122605
Guadiana,Brovales,5.398467432950191
Guadiana,Búrdalo,15.0
Guadiana,Canchales,18.057471264367816
Guadiana,Cancho del Fresno,10.992337164750959
Guadiana,Castilseras,4.425992779783393
Guadiana,Chanza,199.89080459770116
Guadiana,Cijara,814.6340996168583
Guadiana,Cornalbo,1.1704980842911878
Guadiana,Cubilar,3.7911877394636013
Guadiana,El Vicario,15.509578544061302
Guadiana,García de Sola,312.90038314176246
Guadiana,Gargáligas,14.46360153256705
Guadiana,Gasset,18.049808429118773
Guadiana,Horno Tejero,20.78735632183908
Guadiana,La Cabezuela,24.21072796934866
Guadiana,La Serena,1822.176245210728
Guadiana,Llerena,7.24904214559387
Guadiana,Los Molinos,29.270114942528735
Guadiana,Montijo,9.806513409961687
Guadiana,Nogales,12.454022988505747
Guadiana,Orellana,585.3659003831417
Guadiana,Peñarroya,39.54980842911878
Guadiana,Piedra Aguda,10.67816091954023
Guadiana,Proserpina,4.051724137931035
Guadiana,Pto. Vallehermoso,5.362068965517241
Guadiana,Ruecas,30.06513409961686
Guadiana,Sierra Brava,152.23563218390805
Guadiana,Tentudia,3.4233716475095783
Guadiana,Torre de Abrahán,76.21072796934865
Guadiana,Valuengo,14.862068965517242
Guadiana,Vega del Jabalón,16.919540229885058
Guadiana,Villalba de los Barros,76.46153846153847
Guadiana,Villar del Rey,89.96168582375479
Guadiana,Zújar,246.2528735632184
Júcar,Alarcón,561.0440613026819
Júcar,Algar,0.19348659003831417
Júcar,Amadorio,6.78544061302682
Júcar,Arenós,57.84099616858238
Júcar,Arquillo de San Blas,14.923371647509578
Júcar,Bellús,12.231800766283525
Júcar,Benagéber,112.97509578544062
Júcar,Beniarrés,14.310344827586206
Júcar,Buseo,3.2222222222222223
Júcar,Contreras,231.97701149425288
Júcar,Cortes II,107.73563218390805
Júcar,El Naranjero,20.833333333333332
Júcar,Escalona,4.894636015325671
Júcar,Forata,9.406130268199234
Júcar,Guadalest,7.105363984674329
Júcar,La Muela,11.350574712643677
Júcar,La Toba,5.272030651340996
Júcar,Loriguilla,21.60727969348659
Júcar,María Cristina,5.339080459770115
Júcar,Regajo,3.8026819923371646
Júcar,Sichar,33.44827586206897
Júcar,Tous - La Ribera,108.16666666666667
Júcar,Ulldecona,5.584291187739463
Miño - Sil,Albarellos,38.770114942528735
Miño - Sil,Bao,172.74137931034483
Miño - Sil,Belesar,385.0498084291188
Miño - Sil,Bárcena,202.40804597701148
Miño - Sil,"Campañana, La",8.975095785440613
Miño - Sil,Castrelo,52.03256704980843
Miño - Sil,Cenza,24.03065134099617
Miño - Sil,Chandrexa,35.58429118773947
Miño - Sil,"Conchas, Las",45.75095785440613
Miño - Sil,Edrada-Mao,7.446360153256705
Miño - Sil,Frieira,39.0727969348659
Miño - Sil,Guístolas,3.2528735632183907
Miño - Sil,Matalavilla,34.87931034482759
Miño - Sil,Montefurado,9.229885057471265
Miño - Sil,"Peares, Os",174.91570881226053
Miño - Sil,Peñarrubia,11.130268199233717
Miño - Sil,"Portas, Las",370.53639846743295
Miño - Sil,Prada,88.19157088122606
Miño - Sil,Pías (San Agustín),6.295019157088123
Miño - Sil,"Rozas, Las",14.379310344827585
Miño - Sil,Salas,38.62643678160919
Miño - Sil,San Martiño,8.946360153256705
Miño - Sil,San Pedro,4.567049808429119
Miño - Sil,San Sebastián,25.10536398467433
Miño - Sil,San. Estevo,180.60153256704982
Miño - Sil,Santa Eulalia,7.777777777777778
Miño - Sil,Sequeiros,10.005747126436782
Miño - Sil,Velle,13.454022988505747
Miño - Sil,Vilasouto,12.045977011494253
Segura,Alfonso XIII,5.419540229885057
Segura,Algeciras,16.561302681992338
Segura,Anchuricas,5.28544061302682
Segura,Argos,6.885057471264368
Segura,Camarillas,16.760536398467433
Segura,Cenajo,212.3007662835249
Segura,"Cierva, La",3.7413793103448274
Segura,Crevillente,5.385057471264368
Segura,Fuensanta,78.16475095785441
Segura,La Pedrera,101.65134099616859
Segura,Puentes,8.659003831417625
Segura,Santomera,2.7222222222222223
Segura,Taibilla,4.672413793103448
Segura,Talave,16.867816091954023
Segura,Valdeinfierno,0.7279693486590039
Tajo,Aceña,15.21647509578544
Tajo,Alcorlo,80.67241379310344
Tajo,Alcántara,2111.9961685823755
Tajo,Almoguera,5.925287356321839
Tajo,"Atance, El",13.21455938697318
Tajo,"Atazar, El",332.05555555555554
Tajo,Azután,77.03256704980843
Tajo,Baños,28.080459770114942
Tajo,Beleña,34.38122605363985
Tajo,Bolarque,26.091954022988507
Tajo,Borbollon,51.310344827586206
Tajo,Buendía,345.6111111111111
Tajo,Burguillo - Puente Nuevo,120.57471264367815
Tajo,Castrejón,41.08045977011494
Tajo,"Castro, El",2.099616858237548
Tajo,Cazalegas,6.862068965517241
Tajo,Cedillo,242.56513409961687
Tajo,Cáceres - Guadiloba,11.578544061302683
Tajo,Entrepeñas,260.8735632183908
Tajo,Finisterre,22.96360153256705
Tajo,Gabriel y Galán,476.5
Tajo,Guajaraz,12.932950191570882
Tajo,Guijo de Granadilla,11.402298850574713
Tajo,"Jarosa, La",4.563218390804598
Tajo,Jerte - Plasencia,40.09003831417625
Tajo,Molino de Chincha,5.557471264367816
Tajo,Navacerrada,6.64367816091954
Tajo,Navalcán,24.72222222222222
Tajo,Navamuño,9.0
Tajo,"Pardo, El",13.925287356321839
Tajo,Picadas,14.417624521072797
Tajo,Pinilla,27.124521072796934
Tajo,Portaje,13.89080459770115
Tajo,"Portiña, La",1.8697318007662835
Tajo,Puentes Viejas,41.51724137931034
Tajo,Pálmaces,16.34865900383142
Tajo,Riosequillo,38.56896551724138
Tajo,Rivera de Gata,32.08429118773947
Tajo,Rosarito,50.65325670498084
Tajo,Salor,6.666666666666667
Tajo,San Juan,84.11685823754789
Tajo,Santillana,67.04214559386973
Tajo,"Tajera, La",23.448275862068964
Tajo,Torcón,2.9885057471264367
Tajo,Torrejón (Tajo - Tietar),164.40804597701148
Tajo,"Vado, El",27.093869731800766
Tajo,Valdecañas,794.1570881226054
Tajo,Valdeobispo,49.08620689655172
Tajo,Valmayor,83.83141762452107
Tajo,"Vellón,El-(Pedrezuela)",28.455938697318008
Tajo,"Villar, El",19.921455938697317
"Tinto, Odiel y Piedras",Corumbel Bajo,11.620689655172415
"Tinto, Odiel y Piedras",Jarrama,35.97126436781609
"Tinto, Odiel y Piedras",Los Machos,8.047892720306514
"Tinto, Odiel y Piedras",Odiel,7.007662835249042
"Tinto, Odiel y Piedras",Olivargas,28.551724137931036
"Tinto, Odiel y Piedras",Piedras,39.327586206896555
"Tinto, Odiel y Piedras",Sancho,47.99808429118774
